Sum of Average_Salary,Year,Quarter,Month,Day,Email,Q1 - Which Title Best Fits your Current Role?.1,Sum of Q10 - Current Age,Q11 - Which Country do you live in?.1,Q12 - Highest Level of Education,Q13 - Ethnicity,Q2 - Did you switch careers into Data?,Q3 - Current Yearly Salary (in USD),Q4 - What Industry do you work in?.1,Q5 - Favorite Programming Language.1,Q5 - Favorite Programming Language.2,Sum of Q6 - How Happy are you in your Current Position with the following? (Coworkers),Sum of Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Sum of Q6 - How Happy are you in your Current Position with the following? (Management),Sum of Q6 - How Happy are you in your Current Position with the following? (Salary),Sum of Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Sum of Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,Time Spent,Time Taken (America/New_York),Unique ID
95.5,2022,Qtr 2,June,10,anonymous,Data Analyst,23,United States,Bachelors,Asian or Asian American,No,86k-105k,Tech,Python,,8,7,8,9,7,10,Neither easy nor difficult,Other (Please Specify):Projects I’m interested in,Female,1899-12-30 00:01:18,1899-12-30 14:47:00,62a391cacf2555431730a623
53,2022,Qtr 2,June,10,anonymous,Data Analyst,25,United States,Bachelors,Asian or Asian American,Yes,41k-65k,Healthcare,Other,Mainly use Excel,9,0,10,3,5,10,Neither easy nor difficult,Better Salary,Female,1899-12-30 00:01:26,1899-12-30 16:26:00,62a3a90f24a262602738e800
53,2022,Qtr 2,June,10,anonymous,Data Analyst,33,United States,Bachelors,Asian or Asian American,Yes,41k-65k,Other,Other,Dont require,3,6,3,4,5,4,Very Difficult,Better Salary,Male,1899-12-30 00:01:51,1899-12-30 09:27:00,62a346cef8f756164585385b
53,2022,Qtr 2,June,10,anonymous,Data Analyst,29,United States,Bachelors,Asian or Asian American,Yes,41k-65k,Other,Python,,7,7,7,0,0,7,Easy,Good Culture,Male,1899-12-30 00:01:34,1899-12-30 10:29:00,62a355445d257a28a30dab12
53,2022,Qtr 2,June,10,anonymous,Data Analyst,25,United States,Bachelors,Asian or Asian American,Yes,41k-65k,Tech,Python,,7,6,7,5,7,6,Difficult,Better Salary,Male,1899-12-30 00:03:15,1899-12-30 09:15:00,62a343d9f3072dd892622fe4
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,26,United States,Bachelors,Asian or Asian American,Yes,66k-85k,Finance,R,,7,9,3,5,7,7,Difficult,Better Salary,Female,1899-12-30 00:01:30,1899-12-30 17:47:00,62a3bc00d8c00e9f541aad66
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,39,United States,Bachelors,Asian or Asian American,Yes,66k-85k,Other,Other,SQL,8,7,7,5,6,8,Very Easy,Remote Work,Female,1899-12-30 00:02:00,1899-12-30 09:44:00,62a34abc0f8c8599d5af31c5
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,32,United States,Bachelors,Asian or Asian American,Yes,66k-85k,Other,Python,,10,6,8,4,5,10,Neither easy nor difficult,Remote Work,Male,1899-12-30 00:01:24,1899-12-30 12:47:00,62a3759e5d257a28a30def3a
53,2022,Qtr 2,June,10,anonymous,Data Analyst,26,United States,Bachelors,Black or African American,No,41k-65k,Education,Python,,8,7,8,7,6,7,Neither easy nor difficult,Good Work/Life Balance,Male,1899-12-30 00:01:43,1899-12-30 14:15:00,62a38a4d575fa3a5ae8944df
95.5,2022,Qtr 2,June,10,anonymous,Data Analyst,26,United States,Bachelors,Black or African American,No,86k-105k,Agriculture,Python,,7,8,4,7,5,6,Difficult,Good Work/Life Balance,Male,1899-12-30 00:02:04,1899-12-30 14:01:00,62a386dfcec54911e9cae1d3
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,26,United States,Bachelors,Black or African American,Yes,66k-85k,Other,Python,,10,10,10,5,5,9,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:02:09,1899-12-30 13:13:00,62a37bab2e54c9003e53a10a
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,39,United States,Bachelors,Black or African American,Yes,66k-85k,Tech,Python,,10,9,10,9,7,10,Neither easy nor difficult,Better Salary,Female,1899-12-30 00:01:39,1899-12-30 10:13:00,62a3519b24a262602738514a
137.5,2022,Qtr 2,June,10,anonymous,Data Analyst,28,United States,Bachelors,Hispanic or Latino,No,125k-150k,Tech,Python,,10,10,10,10,6,5,Difficult,Good Work/Life Balance,Male,1899-12-30 00:01:21,1899-12-30 12:16:00,62a36e470a77c1a77f662470
53,2022,Qtr 2,June,10,anonymous,Data Analyst,27,United States,Bachelors,Hispanic or Latino,No,41k-65k,Other,R,,6,0,4,1,2,2,Easy,Better Salary,Male,1899-12-30 00:01:14,1899-12-30 10:53:00,62a35ae87dc029e2d66c279b
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,23,United States,Bachelors,Hispanic or Latino,No,66k-85k,Other,Other,Altery,10,10,9,7,7,4,Difficult,Better Salary,Male,1899-12-30 00:02:40,1899-12-30 11:49:00,62a367ed18134ddc75cee697
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,35,United States,Bachelors,Hispanic or Latino,Yes,66k-85k,Finance,Python,,9,10,9,6,9,10,Difficult,Better Salary,Male,1899-12-30 00:01:29,1899-12-30 13:54:00,62a3856218134ddc75cf1ee0
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,28,United States,Bachelors,Hispanic or Latino,Yes,66k-85k,Other,Python,,10,10,10,8,10,10,Easy,Better Salary,Male,1899-12-30 00:01:44,1899-12-30 10:56:00,62a35ba3f3072dd892626068
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,24,United States,Bachelors,Hispanic or Latino,Yes,66k-85k,Tech,Python,,6,6,6,6,5,6,Difficult,Other (Please Specify):Currently very happy with where I am.,Female,1899-12-30 00:01:44,1899-12-30 09:05:00,62a341b0f8f7561645852d1d
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,22,United States,Bachelors,Other (Please Specify):Mixed ( Caucasian / African-American ),Yes,66k-85k,Finance,Other,SQL,7,10,7,8,10,8,Very Easy,Good Work/Life Balance,Male,1899-12-30 00:01:46,1899-12-30 10:18:00,62a352a32e54c9003e534981
53,2022,Qtr 2,June,10,anonymous,Data Analyst,27,United States,Bachelors,Other (Please Specify):N/A,Yes,41k-65k,Other,Python,,10,9,9,6,7,8,Easy,Better Salary,Male,1899-12-30 00:01:52,1899-12-30 11:25:00,62a36275bc6861bf31771183
115.5,2022,Qtr 2,June,10,anonymous,Data Analyst,37,United States,Bachelors,Other (Please Specify):Prefer not to ans,Yes,106k-125k,Other,Other,DAX,8,10,8,8,10,8,Easy,Good Work/Life Balance,Male,1899-12-30 00:03:42,1899-12-30 10:25:00,62a3545e0f8c8599d5af474b
115.5,2022,Qtr 2,June,10,anonymous,Data Analyst,25,United States,Bachelors,White or Caucasian,No,106k-125k,Finance,Python,,4,4,4,4,4,4,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:00:48,1899-12-30 11:50:00,62a3684ebc6861bf31771f15
137.5,2022,Qtr 2,June,10,anonymous,Data Analyst,26,United States,Bachelors,White or Caucasian,No,125k-150k,Finance,Python,,5,4,4,6,2,6,Easy,Remote Work,Male,1899-12-30 00:01:37,1899-12-30 13:40:00,62a38227bae91e4b8b837235
187.5,2022,Qtr 2,June,10,anonymous,Data Analyst,33,United States,Bachelors,White or Caucasian,No,150k-225k,Finance,Other,,7,7,,7,5,7,Neither easy nor difficult,Good Work/Life Balance,Male,1899-12-30 00:03:38,1899-12-30 11:48:00,62a367d224a2626027387b56
53,2022,Qtr 2,June,10,anonymous,Data Analyst,25,United States,Bachelors,White or Caucasian,No,41k-65k,Other,R,,5,6,4,4,5,6,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:01:44,1899-12-30 10:39:00,62a3578b0a77c1a77f65f279
53,2022,Qtr 2,June,10,anonymous,Data Analyst,25,United States,Bachelors,White or Caucasian,No,41k-65k,Tech,R,,9,10,10,10,10,8,Easy,Better Salary,Male,1899-12-30 00:00:48,1899-12-30 09:46:00,62a34b1b0f8c8599d5af328b
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,25,United States,Bachelors,White or Caucasian,No,66k-85k,Other,Python,,9,7,7,7,7,8,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:00:58,1899-12-30 09:27:00,62a346a95d257a28a30d8cb9
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,28,United States,Bachelors,White or Caucasian,No,66k-85k,Tech,Python,,5,4,5,4,4,5,Easy,Remote Work,Male,1899-12-30 00:01:39,1899-12-30 11:13:00,62a35fa0f8f7561645856c35
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,25,United States,Bachelors,White or Caucasian,No,66k-85k,Tech,Python,,2,4,1,3,0,4,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:01:14,1899-12-30 09:29:00,62a34726f8d5efcc22f7dec7
95.5,2022,Qtr 2,June,10,anonymous,Data Analyst,23,United States,Bachelors,White or Caucasian,No,86k-105k,Other,Python,,5,6,4,5,3,4,Neither easy nor difficult,"Other (Please Specify):Different job title, either product owner or consulting",Male,1899-12-30 00:03:00,1899-12-30 09:30:00,62a3476c5d257a28a30d8e6d
20,2022,Qtr 2,June,10,anonymous,Data Analyst,25,United States,Bachelors,White or Caucasian,Yes,0-40k,Finance,Python,,10,1,5,1,3,10,Neither easy nor difficult,Better Salary,Female,1899-12-30 00:01:09,1899-12-30 19:12:00,62a3cfed0f8c8599d5b00b12
115.5,2022,Qtr 2,June,10,anonymous,Data Analyst,38,United States,Bachelors,White or Caucasian,Yes,106k-125k,Finance,Python,,4,4,3,5,3,1,Easy,Better Salary,Female,1899-12-30 00:01:05,1899-12-30 09:40:00,62a349c7cec54911e9ca67c7
115.5,2022,Qtr 2,June,10,anonymous,Data Analyst,29,United States,Bachelors,White or Caucasian,Yes,106k-125k,Other,R,,10,5,9,8,7,8,Easy,Better Salary,Male,1899-12-30 00:01:18,1899-12-30 17:09:00,62a3b314f408bae018ee0938
115.5,2022,Qtr 2,June,10,anonymous,Data Analyst,27,United States,Bachelors,White or Caucasian,Yes,106k-125k,Tech,Other,SQL,9,7,5,10,8,6,Easy,Good Work/Life Balance,Female,1899-12-30 00:02:21,1899-12-30 09:19:00,62a344c5f408bae018ed4806
53,2022,Qtr 2,June,10,anonymous,Data Analyst,24,United States,Bachelors,White or Caucasian,Yes,41k-65k,Finance,R,,5,5,5,2,4,5,Easy,Better Salary,Male,1899-12-30 00:01:18,1899-12-30 17:01:00,62a3b135b4da29969c63b1ed
53,2022,Qtr 2,June,10,anonymous,Data Analyst,25,United States,Bachelors,White or Caucasian,Yes,41k-65k,Healthcare,Python,,9,10,3,4,0,10,Difficult,Good Work/Life Balance,Male,1899-12-30 00:01:32,1899-12-30 19:53:00,62a3d9697dc029e2d66cf087
53,2022,Qtr 2,June,10,anonymous,Data Analyst,37,United States,Bachelors,White or Caucasian,Yes,41k-65k,Healthcare,R,,4,6,6,3,4,6,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:02:18,1899-12-30 10:06:00,62a34ff4f3072dd892624b32
53,2022,Qtr 2,June,10,anonymous,Data Analyst,28,United States,Bachelors,White or Caucasian,Yes,41k-65k,Other,Python,,7,10,10,2,5,4,Neither easy nor difficult,Remote Work,Male,1899-12-30 00:01:42,1899-12-30 14:16:00,62a38a97cf25554317309af2
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,28,United States,Bachelors,White or Caucasian,Yes,66k-85k,Education,R,,10,10,10,7,8,10,Neither easy nor difficult,Good Work/Life Balance,Male,1899-12-30 00:01:37,1899-12-30 10:01:00,62a34eb7bc6861bf3176e6d8
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,24,United States,Bachelors,White or Caucasian,Yes,66k-85k,Healthcare,Other,Excel/SQL,8,8,6,7,8,3,Easy,Good Work/Life Balance,Male,1899-12-30 00:01:29,1899-12-30 09:49:00,62a34bd0cf2555431730208b
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,30,United States,Bachelors,White or Caucasian,Yes,66k-85k,Healthcare,Other,SQL,8,7,8,7,8,8,Very Easy,Better Salary,Male,1899-12-30 00:01:28,1899-12-30 10:13:00,62a351860a77c1a77f65e86b
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,31,United States,Bachelors,White or Caucasian,Yes,66k-85k,Healthcare,Python,,4,4,5,3,4,5,Neither easy nor difficult,Better Salary,Female,1899-12-30 00:01:22,1899-12-30 10:08:00,62a3505bd8c00e9f5419f8df
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,56,United States,Bachelors,White or Caucasian,Yes,66k-85k,Other,Other,"i mean, i mostly work in SQL and its variants?",5,4,7,7,4,6,Easy,Better Salary,Female,1899-12-30 00:01:57,1899-12-30 14:25:00,62a38c9dbc6861bf317760c4
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,31,United States,Bachelors,White or Caucasian,Yes,66k-85k,Other,Python,,10,10,9,9,8,10,Difficult,Better Salary,Female,1899-12-30 00:01:45,1899-12-30 16:03:00,62a3a3800f8c8599d5afd4db
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,26,United States,Bachelors,White or Caucasian,Yes,66k-85k,Other,Python,,9,8,9,9,8,8,Difficult,Good Work/Life Balance,Male,1899-12-30 00:01:36,1899-12-30 09:51:00,62a34c66b4da29969c6305af
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,26,United States,Bachelors,White or Caucasian,Yes,66k-85k,Other,Python,,9,10,6,8,6,5,Neither easy nor difficult,Remote Work,Male,1899-12-30 00:01:42,1899-12-30 16:52:00,62a3af26cec54911e9cb1f3a
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,28,United States,Bachelors,White or Caucasian,Yes,66k-85k,Other,R,,10,8,10,6,9,10,Easy,Remote Work,Male,1899-12-30 00:01:40,1899-12-30 15:27:00,62a39b315d257a28a30e2cae
95.5,2022,Qtr 2,June,10,anonymous,Data Analyst,35,United States,Bachelors,White or Caucasian,Yes,86k-105k,Other,R,,8,9,7,7,5,8,Neither easy nor difficult,Remote Work,Male,1899-12-30 00:03:27,1899-12-30 22:56:00,62a4044acf25554317312a81
95.5,2022,Qtr 2,June,10,anonymous,Data Analyst,40,United States,High School,Hispanic or Latino,No,86k-105k,Telecommunication,Other,None,5,7,7,7,7,7,Easy,Remote Work,Male,1899-12-30 00:01:28,1899-12-30 11:55:00,62a3697ff408bae018ed948b
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,54,United States,High School,White or Caucasian,No,66k-85k,Other,Python,,7,6,6,5,4,5,Very Easy,Better Salary,Female,1899-12-30 00:01:27,1899-12-30 23:51:00,62a41135bc6861bf3177f3d8
53,2022,Qtr 2,June,10,anonymous,Data Analyst,34,United States,High School,White or Caucasian,Yes,41k-65k,Other,R,,6,6,5,4,5,6,Neither easy nor difficult,Remote Work,Female,1899-12-30 00:02:55,1899-12-30 23:36:00,62a40da3cf255543173132e2
115.5,2022,Qtr 2,June,10,anonymous,Data Analyst,36,United States,Masters,Asian or Asian American,No,106k-125k,Education,Python,,10,6,10,6,7,10,Easy,Other (Please Specify):Learning New Things,Male,1899-12-30 00:04:51,1899-12-30 19:50:00,62a3d8dbf8f7561645861f9d
137.5,2022,Qtr 2,June,10,anonymous,Data Analyst,27,United States,Masters,Asian or Asian American,No,125k-150k,Tech,Python,,6,4,4,4,2,7,Easy,Better Salary,Female,1899-12-30 00:01:08,1899-12-30 09:22:00,62a3457bf8d5efcc22f7da17
53,2022,Qtr 2,June,10,anonymous,Data Analyst,25,United States,Masters,Asian or Asian American,No,41k-65k,Agriculture,Other,SQL,5,2,5,3,3,5,Neither easy nor difficult,Better Salary,Female,1899-12-30 00:01:49,1899-12-30 15:14:00,62a3980c7dc029e2d66c9a81
115.5,2022,Qtr 2,June,10,anonymous,Data Analyst,31,United States,Masters,Asian or Asian American,Yes,106k-125k,Other,Other,SAS,9,8,6,9,9,9,Difficult,Good Work/Life Balance,Male,1899-12-30 00:01:27,1899-12-30 15:14:00,62a3980e0f8c8599d5afc32c
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,26,United States,Masters,Asian or Asian American,Yes,66k-85k,Finance,Python,,1,2,1,3,0,2,Very Difficult,Better Salary,Female,1899-12-30 00:01:02,1899-12-30 17:13:00,62a3b3f6bc6861bf3177973b
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,29,United States,Masters,Asian or Asian American,Yes,66k-85k,Tech,Python,,4,5,4,3,5,4,Very Difficult,Good Work/Life Balance,Male,1899-12-30 00:00:59,1899-12-30 13:56:00,62a385c40f8c8599d5afa6cf
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,45,United States,Masters,Black or African American,No,66k-85k,Education,Other,SQL,7,2,7,4,2,6,Neither easy nor difficult,Remote Work,Female,1899-12-30 00:02:04,1899-12-30 18:12:00,62a3c1b1bc6861bf3177aa8c
187.5,2022,Qtr 2,June,10,anonymous,Data Analyst,27,United States,Masters,Black or African American,Yes,150k-225k,Education,Other,SQL,9,6,7,8,6,9,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:02:40,1899-12-30 12:40:00,62a373efbc6861bf3177360b
53,2022,Qtr 2,June,10,anonymous,Data Analyst,35,United States,Masters,Black or African American,Yes,41k-65k,Tech,Python,,6,7,6,3,6,5,Difficult,Good Culture,Male,1899-12-30 00:01:48,1899-12-30 20:32:00,62a3e2abf8f75616458628d1
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,29,United States,Masters,Hispanic or Latino,No,66k-85k,Finance,Python,,5,3,5,3,3,5,Very Difficult,Better Salary,Male,1899-12-30 00:01:51,1899-12-30 13:08:00,62a37aa1cf255543173081e5
115.5,2022,Qtr 2,June,10,anonymous,Data Analyst,33,United States,Masters,Hispanic or Latino,Yes,106k-125k,Construction,Other,Vba,7,10,7,7,10,8,Easy,Good Culture,Male,1899-12-30 00:02:26,1899-12-30 22:22:00,62a3fc7c7dc029e2d66d10e8
53,2022,Qtr 2,June,10,anonymous,Data Analyst,28,United States,Masters,Hispanic or Latino,Yes,41k-65k,Healthcare,R,,5,2,6,0,0,6,Easy,Other (Please Specify):Opportunities for growth,Male,1899-12-30 00:01:44,1899-12-30 13:39:00,62a381d024a262602738ab19
95.5,2022,Qtr 2,June,10,anonymous,Data Analyst,27,United States,Masters,Hispanic or Latino,Yes,86k-105k,Healthcare,Other,Vba,4,3,4,3,1,4,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:01:14,1899-12-30 10:55:00,62a35b72f408bae018ed76a8
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,30,United States,Masters,Other (Please Specify):Half black and half white,Yes,66k-85k,Other,R,,6,4,6,3,5,2,Difficult,Good Work/Life Balance,Male,1899-12-30 00:03:42,1899-12-30 20:05:00,62a3dc3ab4da29969c63e3d7
53,2022,Qtr 2,June,10,anonymous,Data Analyst,55,United States,Masters,Other (Please Specify):Race isn't a thing,Yes,41k-65k,Finance,Python,,6,6,4,4,5,4,Difficult,Better Salary,Female,1899-12-30 00:02:22,1899-12-30 09:35:00,62a348bf2e54c9003e533634
115.5,2022,Qtr 2,June,10,anonymous,Data Analyst,29,United States,Masters,White or Caucasian,No,106k-125k,Healthcare,Other,,3,3,3,6,3,6,Neither easy nor difficult,Better Salary,Female,1899-12-30 00:01:07,1899-12-30 10:47:00,62a35981bae91e4b8b8323dd
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,26,United States,Masters,White or Caucasian,No,66k-85k,Construction,Python,,3,1,2,3,2,3,Neither easy nor difficult,Good Culture,Male,1899-12-30 00:01:05,1899-12-30 10:54:00,62a35b13bc6861bf31770188
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,29,United States,Masters,White or Caucasian,No,66k-85k,Healthcare,Python,,4,2,1,3,2,3,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:01:03,1899-12-30 11:11:00,62a35f0d24a2626027386a8b
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,31,United States,Masters,White or Caucasian,No,66k-85k,Healthcare,Python,,10,7,8,8,5,10,Neither easy nor difficult,Good Work/Life Balance,Female,1899-12-30 00:02:17,1899-12-30 11:13:00,62a35f825d257a28a30dc128
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,24,United States,Masters,White or Caucasian,No,66k-85k,Telecommunication,Python,,4,4,5,4,4,6,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:01:09,1899-12-30 09:09:00,62a34272f8d5efcc22f7d15f
95.5,2022,Qtr 2,June,10,anonymous,Data Analyst,34,United States,Masters,White or Caucasian,No,86k-105k,Other,Other,Stata,3,3,4,4,2,5,Easy,Good Culture,Male,1899-12-30 00:01:19,1899-12-30 11:15:00,62a3602318134ddc75ced6b9
95.5,2022,Qtr 2,June,10,anonymous,Data Analyst,30,United States,Masters,White or Caucasian,No,86k-105k,Other,R,,8,10,7,8,8,10,Very Easy,Remote Work,Female,1899-12-30 00:01:56,1899-12-30 09:36:00,62a348c2f3072dd892623c10
115.5,2022,Qtr 2,June,10,anonymous,Data Analyst,39,United States,Masters,White or Caucasian,Yes,106k-125k,Healthcare,R,,10,10,10,10,10,10,Very Easy,Good Culture,Male,1899-12-30 00:01:13,1899-12-30 10:03:00,62a34f3bf408bae018ed5e42
53,2022,Qtr 2,June,10,anonymous,Data Analyst,28,United States,Masters,White or Caucasian,Yes,41k-65k,Telecommunication,R,,6,7,4,3,3,5,Difficult,Other (Please Specify):All of the options are important to me when looking for a new job,Male,1899-12-30 00:01:24,1899-12-30 10:52:00,62a35aa2f8d5efcc22f8075d
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,37,United States,Masters,White or Caucasian,Yes,66k-85k,Agriculture,Other,SQL,6,8,4,8,4,5,Easy,Good Work/Life Balance,Female,1899-12-30 00:02:55,1899-12-30 23:03:00,62a4061bf408bae018ee5deb
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,31,United States,Masters,White or Caucasian,Yes,66k-85k,Education,R,,7,7,7,7,4,7,Easy,Remote Work,Male,1899-12-30 00:01:22,1899-12-30 09:25:00,62a34646f8d5efcc22f7dc5c
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,30,United States,Masters,White or Caucasian,Yes,66k-85k,Healthcare,Python,,4,6,6,3,4,5,Easy,Remote Work,Male,1899-12-30 00:01:40,1899-12-30 21:16:00,62a3ecf7bc6861bf3177d5c2
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,36,United States,Masters,White or Caucasian,Yes,66k-85k,Healthcare,Python,,10,10,7,10,10,10,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:02:12,1899-12-30 23:18:00,62a4098124a2626027394ddc
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,28,United States,Masters,White or Caucasian,Yes,66k-85k,Other,Python,,7,7,6,6,7,9,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:00:28,1899-12-30 09:37:00,62a349160a77c1a77f65d4db
75.5,2022,Qtr 2,June,10,anonymous,Data Analyst,30,United States,Masters,White or Caucasian,Yes,66k-85k,Other,R,,8,8,7,8,7,9,Neither easy nor difficult,Good Work/Life Balance,Male,1899-12-30 00:02:03,1899-12-30 10:05:00,62a34fc3f3072dd892624a45
95.5,2022,Qtr 2,June,10,anonymous,Data Analyst,38,United States,Masters,White or Caucasian,Yes,86k-105k,Tech,R,,10,7,10,8,2,10,Easy,Remote Work,Male,1899-12-30 00:02:24,1899-12-30 09:58:00,62a34e00f8f7561645854954
75.5,2022,Qtr 2,June,10,anonymous,Data Architect,29,United States,High School,White or Caucasian,Yes,66k-85k,Other,Python,,8,10,9,7,10,7,Neither easy nor difficult,Remote Work,Male,1899-12-30 00:01:25,1899-12-30 12:55:00,62a377987dc029e2d66c638d
137.5,2022,Qtr 2,June,10,anonymous,Data Engineer,35,United States,"",Asian or Asian American,Yes,125k-150k,Other,Other,SQL,5,9,5,10,5,5,Neither easy nor difficult,Remote Work,Male,1899-12-30 00:01:25,1899-12-30 08:45:00,62a33cd30f8c8599d5af0f8f
137.5,2022,Qtr 2,June,10,anonymous,Data Engineer,43,United States,"",White or Caucasian,No,125k-150k,Tech,Other,SQL,10,9,9,8,9,10,Easy,Better Salary,Male,1899-12-30 00:01:37,1899-12-30 08:54:00,62a33ee80f8c8599d5af14b7
20,2022,Qtr 2,June,10,anonymous,Data Engineer,22,United States,Bachelors,White or Caucasian,No,0-40k,Real Estate,Python,,7,2,7,1,1,7,Very Easy,Better Salary,Male,1899-12-30 00:00:59,1899-12-30 22:54:00,62a403d30f8c8599d5b03d65
95.5,2022,Qtr 2,June,10,anonymous,Data Engineer,23,United States,Bachelors,White or Caucasian,No,86k-105k,Tech,Python,,5,5,5,5,4,3,Difficult,Better Salary,Male,1899-12-30 00:01:16,1899-12-30 11:18:00,62a360b8f8f7561645856ec4
53,2022,Qtr 2,June,10,anonymous,Data Engineer,22,United States,Bachelors,White or Caucasian,Yes,41k-65k,Finance,Python,,5,6,5,2,4,4,Difficult,Better Salary,Male,1899-12-30 00:01:35,1899-12-30 11:09:00,62a35eabf408bae018ed7cbc
75.5,2022,Qtr 2,June,10,anonymous,Data Engineer,28,United States,Masters,Asian or Asian American,No,66k-85k,Finance,Python,,1,7,1,2,3,1,Easy,Remote Work,Female,1899-12-30 00:01:18,1899-12-30 09:03:00,62a3413a5d257a28a30d8074
95.5,2022,Qtr 2,June,10,anonymous,Data Engineer,28,United States,Masters,Black or African American,No,86k-105k,Healthcare,R,,8,10,8,8,9,10,Neither easy nor difficult,Good Culture,Male,1899-12-30 00:01:24,1899-12-30 10:27:00,62a354e9cf255543173031ed
137.5,2022,Qtr 2,June,10,anonymous,Data Engineer,38,United States,Masters,White or Caucasian,Yes,125k-150k,Healthcare,Python,,9,8,5,6,8,3,Neither easy nor difficult,Remote Work,Female,1899-12-30 00:05:36,1899-12-30 18:00:00,62a3bf1b0a77c1a77f66a347
95.5,2022,Qtr 2,June,10,anonymous,Data Engineer,27,United States,Masters,White or Caucasian,Yes,86k-105k,Other,Python,,10,10,9,8,10,7,Easy,Better Salary,Male,1899-12-30 00:01:36,1899-12-30 14:51:00,62a39297b4da29969c638679
95.5,2022,Qtr 2,June,10,anonymous,Data Scientist,22,United States,Bachelors,White or Caucasian,No,86k-105k,Finance,Python,,6,9,6,8,5,7,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:01:20,1899-12-30 09:47:00,62a34b5b5d257a28a30d96a6
187.5,2022,Qtr 2,June,10,anonymous,Data Scientist,38,United States,Masters,White or Caucasian,No,150k-225k,Other,Python,,8,8,7,8,7,7,Neither easy nor difficult,Good Work/Life Balance,Male,1899-12-30 00:03:19,1899-12-30 19:59:00,62a3dac9f3072dd892631e12
137.5,2022,Qtr 2,June,10,anonymous,Data Scientist,28,United States,Masters,White or Caucasian,Yes,125k-150k,Healthcare,Python,,5,5,5,4,4,5,Difficult,Better Salary,Male,1899-12-30 00:01:16,1899-12-30 14:41:00,62a3906224a262602738c58a
137.5,2022,Qtr 2,June,10,anonymous,Data Scientist,32,United States,Masters,White or Caucasian,Yes,125k-150k,Other,Python,,7,7,10,6,6,7,Neither easy nor difficult,Remote Work,Female,1899-12-30 00:01:40,1899-12-30 13:51:00,62a38489cf25554317309145
53,2022,Qtr 2,June,10,anonymous,Database Developer,29,United States,Bachelors,White or Caucasian,Yes,41k-65k,Other,Python,,8,8,9,6,6,8,Difficult,Remote Work,Male,1899-12-30 00:02:05,1899-12-30 13:56:00,62a385e7b4da29969c6372ab
